Geneid	Chr	Start	End	Strand	Length	...data.ly_2024.ribo.chx.SRR24230465Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230467Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230469Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230471Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230480Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230482Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230464Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230468Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230470Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230481Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230483Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230485Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230462Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230466Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230472Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230474Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230477Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230479Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230463Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230473Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230475Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230476Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230478Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230484Aligned.sortedByCoord.out.bam
155636	ENSG00000172954.14	chr2	30640707	30640760	+	54	0	0	0	0	0	0	0	0	0	6	0	2	2	6	0	3	1	17	4	6	2	3	9	0
199842	ENSG00000138468.16	chr3	101325185	101325190	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
161667	ENSG00000170500.13	chr2	100278568	100278735	-	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264571	ENSG00000182111.9	chr7	57472316	57472324	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12463	ENSG00000172339.10	chr1	94975703	94975804	-	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608	ENSG00000196581.11	chr1	4790683	4790850	+	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226110	ENSG00000215218.4	chr5	6492808	6492855	+	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273743	ENSG00000171115.4	chr7	150478134	150478145	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17342	ENSG00000143398.20	chr1	151249187	151249222	+	36	0	0	0	0	0	0	0	0	1	0	0	0	5	1	2	8	1	31	1	4	5	5	4	4
16101	ENSG00000117262.19	chr1	145670282	145670296	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261658	ENSG00000164548.12	chr7	23505009	23505035	-	27	0	0	0	0	0	0	0	0	0	2	0	8	12	10	3	11	6	11	8	10	14	7	16	8
211254	ENSG00000181215.17	chr4	5905203	5905217	-	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144079	ENSG00000141971.14	chr19	17413233	17413292	+	60	0	4	1	0	1	8	0	0	0	1	0	0	0	0	2	0	4	6	1	0	0	1	2	2
272402	ENSG00000064393.16	chr7	139568969	139569194	-	226	0	0	0	0	1	0	0	0	3	1	2	0	3	4	0	2	2	6	1	6	2	5	8	3
155234	ENSG00000138073.14	chr2	27134486	27134578	-	93	183	137	99	112	104	63	338	425	344	390	391	212	4	11	11	11	14	25	7	9	10	7	6	12
49345	ENSG00000166326.7	chr11	35810632	35810735	+	104	0	0	1	1	0	0	0	0	4	0	1	2	9	9	8	14	7	23	8	11	13	14	13	11
136457	ENSG00000167216.19	chr18	46946112	46946196	+	85	2	0	0	0	0	0	0	2	0	5	0	2	2	0	0	0	1	3	1	0	0	0	1	2
246321	ENSG00000204220.12	chr6	33289472	33289480	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213916	ENSG00000178343.5	chr4	42401485	42401602	+	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194306	ENSG00000172888.12	chr3	40525841	40538323	+	12483	15	20	26	18	36	44	10	16	29	93	17	58	113	178	81	119	99	274	129	111	138	99	142	128
253473	ENSG00000053328.9	chr6	110245407	110245439	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68418	ENSG00000123405.14	chr12	54295250	54297882	-	2633	0	3	4	2	4	2	7	5	4	22	6	1	2	2	1	0	0	0	0	0	2	0	0	2
8287	ENSG00000162384.14	chr1	53214659	53220575	-	5917	563	376	298	353	432	425	244	310	386	511	300	257	40	71	40	51	57	104	42	57	56	54	57	92
30409	ENSG00000162849.16	chr1	245155140	245155151	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118174	ENSG00000166454.10	chr16	81045140	81045145	+	6	0	0	0	0	0	0	0	0	0	1	0	3	4	2	3	2	2	3	2	3	3	1	1	1
85214	ENSG00000165621.9	chr13	96992474	96994474	-	2001	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
113853	ENSG00000102870.6	chr16	30781577	30781716	-	140	1	1	4	1	1	2	3	5	3	21	5	3	6	4	6	4	5	17	5	12	5	14	9	9
141336	ENSG00000104880.19	chr19	7362891	7470298	+	107408	250	189	86	99	503	377	130	222	271	779	150	386	193	343	143	236	112	257	197	180	202	231	132	147
116017	ENSG00000103037.12	chr16	58523317	58523340	+	24	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	1	1	0	0
20021	ENSG00000158882.15	chr1	161229369	161229677	+	309	0	0	3	2	2	1	0	1	1	0	0	5	7	12	8	6	3	8	6	5	10	11	16	4
297327	ENSG00000232434.3	chr9	136844213	136844381	+	169	1	1	4	1	1	0	1	2	4	1	4	1	3	7	7	10	0	2	8	5	6	5	2	5
22931	ENSG00000135837.18	chr1	180114641	180114652	+	12	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	4	0	4	3	0	2	1	0	1
94860	ENSG00000100722.20	chr14	88615257	88615283	+	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	1	0	0	2
282422	ENSG00000156467.10	chr8	96225418	96225446	-	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158951	ENSG00000198380.13	chr2	69326035	69326040	-	6	0	0	1	1	0	0	0	0	0	1	0	3	1	0	1	4	0	4	2	1	2	1	4	1
143988	ENSG00000160113.6	chr19	17245295	17245309	-	15	11	9	17	8	22	21	13	23	23	66	11	36	8	7	6	10	9	14	3	5	7	7	8	8
65110	ENSG00000110841.14	chr12	27693664	27693687	+	24	0	0	0	2	0	1	0	0	0	0	0	0	3	5	0	6	1	10	3	2	7	1	5	1
68502	ENSG00000123360.12	chr12	54578116	54578281	+	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78017	ENSG00000276045.4	chr12	121626743	121641643	+	14901	669	428	159	153	1033	657	344	493	434	1561	265	803	136	183	61	109	84	192	125	86	132	88	120	125
71853	ENSG00000080371.6	chr12	71786849	71786887	+	39	0	0	4	1	0	0	0	0	5	4	0	7	5	10	8	13	5	15	5	4	9	8	5	7
139463	ENSG00000133313.15	chr18	74522040	74522063	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281886	ENSG00000155099.8	chr8	90995565	90995591	-	27	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0
13361	ENSG00000121957.15	chr1	108933200	108933226	+	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123867	ENSG00000141298.19	chr17	29627912	29627998	-	87	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	3	2	1	0	1	1	1
233792	ENSG00000134987.13	chr5	111128313	111128339	+	27	0	0	2	1	0	0	0	0	1	6	4	4	2	3	1	1	1	6	1	2	3	1	4	2
216619	ENSG00000138757.15	chr4	75642949	75643011	-	63	0	0	2	2	1	2	1	1	0	8	0	8	4	9	7	15	13	44	10	17	13	16	16	29
301235	ENSG00000158352.18	chrX	50592438	50592493	-	56	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183899	ENSG00000205726.15	chr21	33897947	33897984	+	38	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
259698	ENSG00000136213.10	chr7	2440728	2440754	+	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
223413	ENSG00000171557.17	chr4	154612858	154612914	-	57	7	4	5	6	4	6	4	6	17	19	9	14	0	0	1	0	0	0	0	0	1	0	1	0
150183	ENSG00000131409.13	chr19	50516894	50516929	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244841	ENSG00000196787.5	chr6	27135197	27135248	+	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
289257	ENSG00000196092.14	chr9	36840073	36840111	-	39	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
203260	ENSG00000206384.11	chr3	130676485	130676720	+	236	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
105295	ENSG00000166192.15	chr15	72142003	72142014	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225681	ENSG00000168412.7	chr4	186531148	186531294	-	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120828	ENSG00000129204.17	chr17	5120763	5121493	+	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227684	ENSG00000079215.15	chr5	36607309	36608388	+	1080	94	47	63	72	61	33	168	208	289	251	246	204	8	6	3	5	0	5	3	4	8	4	3	1
253891	ENSG00000277443.3	chr6	113861989	113862021	+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23191	ENSG00000153029.16	chr1	181061654	181061659	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
128017	ENSG00000159184.8	chr17	48725958	48726158	-	201	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	1	1	1	1	0	0	0	0	3
41446	ENSG00000065613.15	chr10	104028902	104028952	+	51	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	5	2	1	1	0	0	1
31112	ENSG00000177212.4	chr1	248272197	248272377	-	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307165	ENSG00000009694.14	chrX	124379486	124379618	-	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50706	ENSG00000174914.3	chr11	56703036	56703063	+	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231228	ENSG00000164220.7	chr5	76615970	76616008	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301863	ENSG00000189299.7	chrX	55625023	55625134	+	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283257	ENSG00000164929.17	chr8	103228489	103228659	+	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201129	ENSG00000181722.18	chr3	114316486	114316546	-	61	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
98781	ENSG00000284906.3	chr15	30772725	30772906	+	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
295309	ENSG00000148200.17	chr9	124518154	124518186	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
88447	ENSG00000151322.20	chr14	33802544	33802549	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101372	ENSG00000104164.12	chr15	45609375	45609389	+	15	1	0	0	0	3	3	1	0	0	1	2	16	3	4	4	9	13	14	3	5	0	3	5	8
184864	ENSG00000182240.16	chr21	41276720	41276833	+	114	3	3	2	2	5	4	4	5	11	10	2	10	33	60	34	54	36	114	40	45	32	42	36	63
268441	ENSG00000077080.10	chr7	100643195	100643209	-	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
213997	ENSG00000183783.7	chr4	44174715	44174762	-	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298077	ENSG00000101871.18	chrX	10447137	10447190	-	54	0	0	0	0	0	0	0	1	0	4	0	1	4	8	3	4	1	9	6	5	3	8	3	6
290511	ENSG00000187210.14	chr9	76503859	76503870	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
90621	ENSG00000139977.14	chr14	57411646	57411663	+	18	0	0	0	1	0	0	1	0	0	2	0	2	3	3	0	0	4	0	3	3	1	1	5	3
301710	ENSG00000102302.8	chrX	54446041	54446061	-	21	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	4	1	3	2	3	3	7
116955	ENSG00000132603.15	chr16	69342304	69342434	+	131	0	0	0	0	0	0	1	0	0	0	0	1	4	9	4	8	4	11	4	4	6	4	3	4
288169	ENSG00000174482.11	chr9	28947835	28947858	-	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32547	ENSG00000176244.7	chr10	15077868	15078026	-	159	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	1	1	1	0	2	2	1	0
24881	ENSG00000134369.17	chr1	201824561	201824566	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	1
297500	ENSG00000181090.21	chr9	137865837	137865920	+	84	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
152176	ENSG00000198440.9	chr19	56427310	56427315	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114950	ENSG00000140807.7	chr16	50644423	50644437	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176088	ENSG00000168395.16	chr2	241729310	241729377	+	68	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	1	0	2	0	2
46655	ENSG00000166471.11	chr11	9283424	9314441	-	31018	737	586	428	407	1053	821	254	370	654	1206	418	679	162	333	148	249	73	232	186	185	232	217	112	115
44826	ENSG00000205531.14	chr11	2983778	2983798	-	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221757	ENSG00000138650.9	chr4	133193032	133193052	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54003	ENSG00000175582.20	chr11	73676361	73676432	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71705	ENSG00000127329.16	chr12	70520467	70520484	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
40760	ENSG00000107815.10	chr10	100993913	100993918	+	6	0	0	1	0	0	0	0	0	1	0	0	0	1	2	2	2	4	6	1	7	1	3	3	5
180907	ENSG00000124201.15	chr20	49238417	49238458	-	42	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
107735	ENSG00000064726.10	chr15	83016511	83016522	-	12	0	0	1	0	0	2	2	0	2	6	5	5	10	17	9	19	9	32	11	12	11	14	9	17
164747	ENSG00000121988.18	chr2	135137319	135152933	-	15615	41	29	21	28	58	74	33	54	92	173	66	67	107	193	86	138	23	50	110	102	104	141	32	35
241742	ENSG00000170074.21	chr5	177711332	177711346	-	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52721	ENSG00000173327.8	chr11	65598291	65613756	-	15466	79	53	49	44	294	189	34	57	134	394	65	180	157	233	145	202	152	410	166	163	189	196	164	240
173887	ENSG00000123992.21	chr2	219373597	219374079	-	483	0	1	3	0	0	0	0	1	1	4	0	0	1	6	3	10	3	0	8	3	5	5	4	2
162189	ENSG00000144057.16	chr2	106801602	106801619	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136239	ENSG00000152242.11	chr18	46266375	46266380	+	6	0	0	0	0	2	0	0	0	0	1	1	2	0	2	0	0	1	2	1	2	1	5	1	1
282163	ENSG00000079112.10	chr8	94127440	94127445	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212566	ENSG00000109618.13	chr4	25122380	25122440	-	61	0	0	0	0	0	0	0	0	0	4	0	1	2	1	1	0	2	2	0	1	1	0	1	1
245865	ENSG00000234745.14	chr6	31366971	31366997	-	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170110	ENSG00000173559.15	chr2	191695130	191695153	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
282701	ENSG00000104361.10	chr8	98190287	98190385	-	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
294710	ENSG00000119397.19	chr9	121177652	121177693	+	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146399	ENSG00000105672.15	chr19	35642180	35642200	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
19418	ENSG00000196184.10	chr1	159437942	159438034	+	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279765	ENSG00000104442.10	chr8	65603612	65603617	-	6	0	0	0	0	3	0	0	0	1	2	0	0	2	6	1	2	5	5	3	2	3	2	3	6
80374	ENSG00000132975.8	chr13	26757603	26757631	-	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75060	ENSG00000179088.16	chr12	103273880	103478426	-	204547	2	0	2	1	1	4	7	6	8	7	2	6	5	6	6	3	3	5	9	3	10	2	2	13
126816	ENSG00000131467.12	chr17	42841657	42841713	+	57	0	2	6	0	3	4	2	1	7	9	3	12	30	34	23	38	33	50	30	32	23	34	38	36
32019	ENSG00000151655.19	chr10	7703435	7749334	+	45900	0	0	4	2	1	0	2	1	0	3	1	2	1	3	6	3	5	1	3	2	1	5	2	8
204439	ENSG00000155903.14	chr3	141614210	141614218	+	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	2	3	0	0	0	0
60341	ENSG00000149557.14	chr11	125444170	125444220	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173681	ENSG00000115568.16	chr2	218635411	218635495	-	85	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
239954	ENSG00000113302.6	chr5	159315828	159315876	-	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266149	ENSG00000127955.17	chr7	80220273	80220610	+	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130973	ENSG00000141337.13	chr17	68307494	68420463	+	112970	123	85	75	55	229	204	61	87	157	267	95	132	302	578	220	440	116	194	352	333	390	382	134	244
235864	ENSG00000113558.19	chr5	134156613	134156635	-	23	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	1	1	3	3	1	0	0	0
170232	ENSG00000196950.14	chr2	195737037	195737048	+	12	0	0	1	0	0	1	0	0	0	2	0	1	1	1	3	3	3	5	1	3	3	5	11	4
286422	ENSG00000147853.17	chr9	4711354	4711362	-	9	0	0	0	0	1	0	0	1	0	1	0	4	0	5	0	2	0	4	1	1	3	1	5	4
303670	ENSG00000131171.13	chrX	81297808	81297813	+	6	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	3	4	2	0	1	3	2	0
74563	ENSG00000075415.15	chr12	98603445	98603489	+	45	0	0	1	0	0	0	0	0	0	3	0	0	2	0	1	1	0	3	1	0	1	0	0	0
137770	ENSG00000177511.6	chr18	57365797	57365865	+	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16078	ENSG00000289549.1	chr1	145241630	145242124	-	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48239	ENSG00000134343.14	chr11	26663173	26663214	+	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198348	ENSG00000163412.13	chr3	71682931	71682939	-	9	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	1	0	2	1	1	0
221216	ENSG00000145375.9	chr4	123315105	123315172	+	68	0	0	1	0	2	0	0	1	0	0	0	0	2	3	1	1	1	14	0	1	0	1	2	1
168013	ENSG00000138430.16	chr2	174073626	174073708	-	83	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
271272	ENSG00000128607.14	chr7	130133121	130133144	+	24	0	0	0	0	0	1	0	0	0	0	2	0	0	3	3	2	1	5	3	2	2	8	2	5
145686	ENSG00000168813.17	chr19	32383658	32383717	+	60	0	0	0	0	0	0	0	0	0	2	0	0	3	8	4	1	1	6	2	2	2	5	3	5
153502	ENSG00000151692.15	chr2	7041821	7041874	+	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7429	ENSG00000197587.12	chr1	46514501	46514515	+	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165443	ENSG00000187123.15	chr2	149472425	149472499	+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
249520	ENSG00000151917.18	chr6	57026869	57026913	+	45	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
51268	ENSG00000172320.4	chr11	59445074	59445114	+	41	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
138700	ENSG00000197641.12	chr18	63604306	63604365	+	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232810	ENSG00000175449.15	chr5	95656943	95656951	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55782	ENSG00000077616.11	chr11	90191820	90191956	+	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260924	ENSG00000171243.8	chr7	16465762	16465773	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74457	ENSG00000111145.8	chr12	96268138	96268146	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	3
306978	ENSG00000125676.20	chrX	123603217	123603222	-	6	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	3	2	1	1	0	0	1
32641	ENSG00000165983.15	chr10	16512290	16512391	+	102	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	1	4	0	3	1	2	4	1
34721	ENSG00000204179.11	chr10	47001370	47001396	+	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130349	ENSG00000198231.14	chr17	63773603	63773695	+	93	3	1	1	2	0	1	7	18	14	14	7	19	1	1	0	0	0	0	0	0	2	0	0	2
94130	ENSG00000021645.20	chr14	79866025	79866218	+	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222257	ENSG00000170153.11	chr4	140862477	140862497	-	21	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	2
207007	ENSG00000163558.13	chr3	170305000	170305112	+	113	0	1	0	2	1	5	0	1	2	7	0	8	4	7	9	5	10	13	5	5	8	7	9	7
230428	ENSG00000145736.15	chr5	71035576	71035587	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269591	ENSG00000177683.14	chr7	108564068	108564090	-	23	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	3	4	2	0	1	0	3	3	0
246882	ENSG00000096070.19	chr6	36232418	36232501	+	84	0	0	0	0	0	0	0	0	0	2	1	1	3	3	3	2	0	12	1	4	4	4	5	1
292437	ENSG00000204291.12	chr9	99069897	99069941	+	45	0	0	2	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0
80457	ENSG00000122035.7	chr13	27274025	27274184	+	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289905	ENSG00000188647.13	chr9	69711518	69711523	-	6	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	3	0	2	0	1	1	0
197182	ENSG00000144730.19	chr3	57094281	57094292	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45188	ENSG00000176893.6	chr11	4913606	4913701	-	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274750	ENSG00000164821.5	chr8	6935860	6935889	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276489	ENSG00000277586.4	chr8	24952540	24952545	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28837	ENSG00000196890.5	chr1	228458754	228458759	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
220654	ENSG00000145388.15	chr4	118713694	118713714	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
5044	ENSG00000162521.19	chr1	32685646	32685699	+	54	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	2	0	4	1	1	0	1	0	1
129654	ENSG00000068489.13	chr17	59202507	59202548	+	42	0	0	0	0	0	0	0	1	0	0	0	0	7	11	5	6	6	17	11	5	5	4	3	1
107777	ENSG00000166503.10	chr15	83114764	83114799	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
54013	ENSG00000175582.20	chr11	73677566	73677586	-	21	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	2	0	1	0	1	2	0
